id,house_value,house_age,household_size,vacant_units,population,income,age_population,postgrads,no_hs,diversity_index,unemployment,employed_technology,dist_landfills,dist_airports,dist_libraries,dist_supermarkets,dist_malls,dist_police,dist_hospitals,dist_universities,dist_schools,dist_parks,dist_coast,latitude,longitude
60730026021,664894,1964,3.45,14,1232,63879,32,1.54,13.07,88.8,7.42,0,12.89,10.17,1.21,5.51,1.41,1.26,5.51,3.22,0.34,0.41,6.51,32.74,-117.1
60730026022,642500,1984,3.48,20,1284,69729,33.8,3.04,7.94,85.2,0,4.55,12.5,10.62,1.41,5.32,1.6,1.49,5.93,3.03,0.7,0.74,6.67,32.74,-117.09
60730027021,1020833,1968,2.77,31,1446,78321,32.6,6.02,1.94,87,6.54,12.15,8.92,13.74,2.13,1.82,0.67,2.32,2.72,1.02,0.86,0.92,9.91,32.76,-117.07
60730027022,815120,1955,2.59,12,1403,113442,36.6,16.68,0,87.3,6.05,7.57,9.05,13.69,2.53,2.41,1.19,2.91,3.21,1.45,0.85,0.98,9.56,32.75,-117.07
60379010071,358264,1971,3.06,22,1079,81198,37.3,5,6.58,82.5,1.72,1.97,5.59,12.39,3.33,8.64,1.63,8.68,6.08,3.2,0.16,0.93,75.57,34.65,-118.19
60379010072,1009494,1995,2.76,24,955,116927,51,18.01,0,77.3,4.41,5.38,3.99,10.5,5.2,7.68,1.56,7.45,5.11,2.95,1.84,0.73,76.26,34.65,-118.17
60379011011,357341,1969,2.85,46,2504,80332,34.9,8.11,2.16,81.5,4.1,2.85,8.92,15.85,1.97,11.34,2.34,11.02,8.31,4.81,1.15,0.65,74.86,34.66,-118.22
60379011021,339091,1992,3.1,29,2059,85112,37.6,10.68,1.99,84,2.29,4.07,6.96,13.9,1.93,9.55,1.33,9.91,7.24,3.94,1.71,1.93,74.95,34.65,-118.21
60379011022,386441,1976,2.72,24,1419,84199,36.8,4.79,1.62,78.8,1.21,1.38,7.86,14.83,1.4,10.25,1.84,10.63,7.93,4.51,1.43,1.16,74.67,34.65,-118.21
60371374021,1263850,1965,2.56,20,2223,131985,51.2,19.61,0.49,51.2,6.23,0.54,2.71,16.67,2.52,2.53,1.55,9.62,4.38,6.51,1.14,1.23,12.74,34.15,-118.62
60371374022,1211538,1963,2.88,25,1386,160437,47,27.92,0,53.3,3.96,7.21,3.54,16.99,2.11,1.86,0.74,9.29,4.67,6.27,0.3,1.87,13.27,34.16,-118.63
60371375012,1368304,1985,2.16,80,1937,110614,37.4,27.21,0,67.5,5.89,3.85,4.33,11.27,3.88,1.83,2.83,4.9,1.66,2.47,0.69,1.25,13.95,34.17,-118.58
60730029042,565789,1977,2.3,55,1604,40637,26.5,4.43,0,86.6,8.26,0.74,7.51,15.17,0.44,1.29,1.06,2.1,1.08,0.7,0.24,0.04,11.35,32.77,-117.06
60730032082,656780,1980,3.46,1,837,100092,37.2,0,1.67,85.3,6.62,0,11.44,16.51,2.24,9.48,4.13,2.67,4.03,5.3,0.62,0.35,7.02,32.68,-117.05
60730032084,572704,1983,3.58,16,917,111755,39.7,15.27,0,84,10.54,0,10.54,15.61,2.21,8.75,3.89,3.43,4.56,6.11,0.58,0.32,7.3,32.68,-117.04
60730032085,1008439,1976,2.94,20,1995,83837,39.5,5.91,4.06,89.3,0,2.27,10.1,15.2,1.84,8.77,3.28,4.03,4.48,6.3,0.29,0.34,7.07,32.68,-117.05
60730032091,646186,1981,3.05,16,2517,76371,37.2,3.54,3.62,78.7,9.23,2.21,11.6,16.63,1.97,9.15,4.3,2.22,4.65,5.62,0.34,0.74,7.59,32.69,-117.04
60730032092,639535,1984,2.96,18,1579,91928,35.3,7.03,2.34,90.5,10.19,4.93,10.64,15.66,2.33,8.29,4.49,3.14,5.19,6.48,0.21,0,7.91,32.68,-117.04
60730032093,606250,1982,3.48,16,1152,113820,35.2,8.94,1.39,88.8,3.37,1.83,10.33,15.38,2.26,8.33,4.17,3.5,5,6.49,0.34,0.22,7.67,32.68,-117.04
60379201112,678510,1977,2.77,2,1418,114464,45.2,12.98,1.9,72.1,5.18,4.45,5.93,33.5,5.47,3.68,2.14,7.59,7.87,4.92,0.63,0.57,46.13,34.45,-118.54
60379201121,640969,1979,2.26,19,1304,79568,55.1,16.03,0.92,73.9,7.63,12.11,3.39,30.83,3.35,1.14,0.43,5.08,5.6,3.4,0.84,0.84,44.05,34.43,-118.53
60730027084,379630,1967,3.52,26,1787,58202,30.2,0.78,5.04,88.4,4.79,0,10.92,11.8,1.72,3.33,1.7,1.82,4.62,1.04,0.21,0.36,8.34,32.75,-117.09
60730028042,932609,1952,2.7,22,1871,128073,38.3,14.75,0,72.6,7.5,5.53,8.77,13.88,1.74,1.1,0.42,1.64,2.16,0.48,1.1,0.84,10.37,32.76,-117.07
60730029021,764535,1950,2.58,52,2728,103459,38.4,15.36,2.86,78.4,4.04,10.05,7.3,15.36,0.95,2.05,1.17,2.85,1.82,0.86,0.28,0.27,11.08,32.76,-117.06
60730029031,613946,1960,2.89,34,1686,76027,34.7,4.92,2.14,88.8,11.64,1.92,8.24,14.73,2.68,3.26,1.52,3.24,3.52,1.98,0.58,0.99,9.87,32.75,-117.06
60730029033,631667,1957,2.92,20,1052,84317,40.3,4.75,0.48,84.5,1.09,1.1,7.71,15.49,2.72,3.93,1.21,2.38,3.76,2.61,0.37,0.35,10.18,32.75,-117.05
60730029041,609375,1956,3.47,12,2812,38889,22.6,0.92,0,71.2,12.5,2.9,8.23,14.49,1.16,0.57,0.87,1.37,1.36,0.46,0.53,0.55,11.06,32.77,-117.07
60379103022,593085,2002,3.04,13,1414,51908,43,2.55,0,83.6,4.25,3.99,8.41,15.48,2.38,9.09,5.32,13,10.54,7.99,0.17,0.32,71.62,34.63,-118.22
60378003251,1232342,1965,2.39,45,1715,144145,48.7,19.83,2.57,47.6,0.84,2.34,18.24,36.93,1.54,2.6,0.19,11.05,11.25,12.79,0.36,0.01,13.1,34.15,-118.81
60070001022,402778,1977,2.68,43,1439,107104,40.6,9.03,0.9,60.6,0,8.32,6.87,6.32,2.36,2.3,2.72,3.61,3.55,4.69,1.19,1.68,168.06,39.76,-121.83
60070006033,600379,1955,2.24,40,2010,46693,18.9,3.98,0,72,18.72,1.31,4.84,9.09,1.01,3.79,1.48,0.83,1.39,0.55,0.3,0,166.23,39.73,-121.85
60070019002,372222,1978,2.36,4,223,23286,49.8,8.52,0,34.1,1.05,3.19,7.22,32.16,4.83,30.95,20.14,6.84,31.53,20.17,1.19,0.66,190.11,39.78,-121.57
60730185191,632775,1975,3.63,12,1542,88871,39.6,3.63,5.06,85.7,1.82,0.86,1.46,9.65,2.9,5.92,2.02,3.02,2.17,2.57,0.93,0.55,8.35,33.2,-117.28
60730185192,925781,1965,4.14,8,1154,75606,36.2,2.34,15.08,81.3,7.93,0.9,1.98,9.06,3.08,5.66,1.45,2.87,1.61,2.26,0.84,0.16,8.05,33.2,-117.28
60730186011,789352,1955,2.96,31,1341,123134,39.4,4.77,2.24,80.1,2.92,2.22,3.87,15.78,2.04,6.56,1.75,5.78,1.55,2.22,0.5,0.17,1.93,33.21,-117.38
60411070005,967282,1960,2.5,19,1592,148476,45.8,29.96,0,59,9.79,10.01,11.77,38.72,1.69,9.16,2.78,1.76,4.15,7.78,0.78,1.51,3.65,38.03,-122.54
60650451101,467647,1992,2.77,76,1632,61660,38.7,0.49,1.65,83.2,7.96,0,12.91,17.5,2.62,7,7.96,8.67,10.33,7.2,2.38,0.33,112.09,33.66,-116.31
60730192063,664683,1972,3.45,20,1178,109894,33.3,2.89,6.54,83.9,5.18,0,6.46,12.63,1.63,11.91,1.33,4.31,7.58,3.69,0.95,0.64,13.19,33.21,-117.23
60730196021,692819,1973,2.97,17,1417,128847,42.6,14.26,1.34,77.6,12.28,0.31,7.28,10.58,1.24,9.5,1.38,3.56,7.18,1.75,0.51,1.06,12.43,33.19,-117.23
60730201051,767523,1976,3.01,7,1323,114432,39.9,11.04,1.13,75.9,1.05,3.19,5.41,20.72,6.26,9.05,2.52,3.92,5.95,4.66,0.68,0.45,21.93,33.17,-117.1
60730201052,812500,1976,2.96,25,1357,121839,37.2,15.18,1.18,82.2,0.94,14.83,4.45,20.74,5.14,7.92,1.67,2.79,4.85,3.53,0.86,0.85,21.84,33.16,-117.1
60730201061,782670,1983,3.09,12,2126,128700,42.1,4.47,3.2,81,17.51,5.26,4.04,21.68,4.27,7.07,1.54,2.28,3.86,2.8,0.97,0.86,22.52,33.15,-117.09
60730201062,603693,1975,3.43,21,1716,68833,38.8,3.38,15.15,83.2,3.66,8.9,3.09,21.88,3.03,5.83,1.24,1.44,2.61,1.67,0.85,0.89,22.53,33.14,-117.08
60730201071,869114,1994,3.35,20,2428,108600,40.1,5.81,3.79,83.5,0,11.17,4.64,22.82,4.32,7.06,2.45,2.95,3.75,3.18,0.76,0.27,23.46,33.16,-117.08
60730201072,645833,1978,3.44,11,1733,90558,39.1,4.21,3.98,84.8,1.49,1.41,4.53,23.33,3.83,6.5,2.31,2.99,3.19,2.99,0.47,0.34,23.81,33.15,-117.07
60070027005,305152,1952,2.66,58,1512,59313,36.6,2.78,1.32,62.6,0,0,33.29,54,1.69,49.37,1.72,1.66,0.98,22.89,0.55,0.85,168.6,39.51,-121.54
60070028001,315556,1949,1.96,38,837,41433,40.9,0,3.23,51.1,3,0,33.48,53.8,0.88,49.13,0.99,0.84,0.9,22.84,0.35,0.24,168.09,39.51,-121.55
60070028002,361111,1963,2.34,87,961,45899,36.2,1.25,4.06,70,12.17,0,33.78,53.77,0.21,49.06,0.48,0.17,1.23,22.95,0.38,0.17,167.61,39.51,-121.56
60070028003,150000,1967,2.41,57,1370,27535,35.4,3.58,0,69.8,24.3,0,33.96,52.82,1.94,48.01,2.34,2.13,3.46,22.55,0.94,0.65,166.47,39.5,-121.57
60070028005,173611,1940,2.45,40,776,48801,35.6,0,5.8,64.9,2.05,0,33.53,53.06,0.71,48.31,1.28,0.88,2.28,22.44,1,0.11,167.29,39.51,-121.56
60730186082,636029,1986,3.15,18,1077,120661,38,11.79,4.36,85.8,3.28,1.25,6.34,16.62,2.76,8.56,3.49,2.89,7.89,7.03,1.21,1.37,8.14,33.25,-117.33
60730186092,196591,1989,3.34,22,1766,71917,35.5,3.17,11.49,87.1,3.23,0,5.5,16.22,3.31,8.82,1.98,3.43,8.52,7.63,0.91,0.34,9.15,33.25,-117.31
60590864062,1175439,1968,3.49,12,1366,104865,33.5,3.66,12.59,86.3,4.94,2.66,1.17,22.39,4.03,5.1,1.15,4.29,3.96,3.65,0.37,0.11,22.63,33.84,-117.88
60590864063,818056,1967,3.5,8,994,75444,40.9,3.02,2.82,88.7,3.51,2.22,0.6,22.72,3.81,4.88,1.73,3.79,3.4,4.14,0.48,0.24,23.12,33.85,-117.87
60590864064,932692,1975,3.33,23,1227,78598,32.8,6.6,6.6,82.6,1.36,2.6,1.18,21.96,4.35,4.48,1.51,4.5,3.66,3.46,0.71,0.48,22.73,33.84,-117.87
60590864071,826628,1967,3.54,22,2038,100000,39,6.97,7.7,88.4,17.16,1.96,1.08,21.96,4.32,3.69,2.42,4.33,2.88,3.96,0.75,0.3,23.31,33.84,-117.87
60750133001,2000001,1939,2.58,46,654,200001,43,46.79,0,42.5,0,1.58,12.8,25.53,0.55,1.03,0.27,2.25,1.35,1.97,1.15,0.1,1.81,37.79,-122.45
60750133003,2000001,1950,1.78,45,872,42361,43.2,16.86,13.65,51.7,2.14,10.66,12.43,25.13,0.65,0.61,0.41,1.88,1.05,1.5,1.06,0.12,2.15,37.79,-122.45
60750133004,2000001,1939,2.9,56,619,192848,41.9,31.83,1.78,59.2,0,0,12.82,25.49,1,1.04,0.69,1.74,1.51,1.79,1.1,0.19,1.91,37.79,-122.46
60750133005,2000001,1939,2.23,46,698,200001,39.3,23.35,0,51.6,9.31,4.99,12.79,25.4,1.4,1.19,1.11,1.3,1.71,1.68,0.73,0.3,2.11,37.79,-122.46
60750151002,1514423,1994,1.51,79,1061,200001,39,32.89,1.04,60.7,1.99,15.54,11.77,24.58,0.59,0.67,0.54,1.48,0.54,1.51,0.51,0.22,2.11,37.79,-122.42
60750153001,1921053,1939,2.12,45,982,200001,34.9,41.65,0,62.4,1.59,7.19,11.9,24.71,0.47,1.27,0.34,1.18,0.95,2.09,0.22,0.31,2.37,37.79,-122.44
61130106051,829808,1998,2.95,29,2530,182864,40.6,36.36,0.91,72.1,6.82,5.82,4.45,22.85,4.91,6.8,1.84,2.28,7.56,6,0.38,0.09,73.1,38.56,-121.7
60570001042,173718,1979,2.01,60,1464,56273,62.5,6.56,0,26.9,9.53,1.59,10.88,88.83,9.03,53.24,9.03,9.25,10.55,54.25,5.27,5.06,159.63,39.15,-121.05
60570001051,585280,1984,2.44,40,889,118419,52.1,6.97,0.9,40.2,6.49,1.29,19.57,80.64,6.29,43.92,18.08,13.4,19.81,45.64,4.84,11.59,153.29,39.09,-121.08
60570003002,673199,1980,2.42,56,1723,93609,53.3,5.11,0.46,41.1,1.01,2.29,13,86.36,8.96,52.64,9.03,9.26,11.14,49.75,6.06,5.73,157.61,39.16,-121.09
60830022102,454348,1975,3.88,11,1733,89602,35,0.92,12.06,83,4.63,1.32,9.46,10.15,2.99,3.69,3.04,7.29,1.73,2.91,0.27,0.01,21.43,34.96,-120.41
60830022113,555833,1979,3.19,50,2093,86233,37.8,2.58,4.87,83.6,0.1,7.75,8.79,9.26,2.35,2.73,2.56,6.47,0.75,1.97,0.7,0.67,21.09,34.96,-120.41
60830023032,593750,1963,4.45,1,1466,85260,31.5,0,29.54,65.9,12.69,4.51,7.22,9.02,2.2,4.29,1.81,5.92,3.69,2.79,0.45,0.06,18.73,34.96,-120.44
60830023033,377333,1973,4.56,1,1100,107885,32.3,0,20.45,70.3,0,4.11,6.98,9.06,2.65,4.84,2.32,5.99,4.4,3.04,0.36,0.13,18.13,34.97,-120.45
60830023041,319231,1951,4.07,14,1082,65939,27.1,1.02,23.57,69.2,2.29,0,6.68,8.09,1.03,3.13,0.63,5.01,2.84,1.78,0.41,0.15,19.14,34.96,-120.44
60830023042,304000,1971,5.09,8,1313,102954,26,0,19.73,68.6,5.83,0,6.68,8.32,1.49,3.64,1.13,5.23,3.32,2.06,0.29,0.16,18.91,34.96,-120.44
60190004003,272619,1994,3.39,8,1391,23872,32.2,2.52,8.91,82.2,38.64,0,12.45,9.85,1.72,18.09,3.54,1.8,2.32,1.86,1.63,1.22,173.8,36.73,-119.78
60670087032,564286,1988,1.84,18,1170,89477,33.6,9.66,0,77.5,3.79,14.11,5.79,42.86,6.64,7.89,3.23,7.98,9.31,8.86,1.58,0,111.11,38.63,-121.21
60670089053,382857,1959,2.94,33,1986,74232,33.3,2.11,9.77,87,2.71,1.17,4.88,35.44,4.02,10.26,0.55,3.36,3.07,2.05,0.87,0.83,102.46,38.59,-121.3
60670089083,62667,1980,1.66,38,1073,42404,70.1,0,0,62.8,9.58,0,1.32,37.82,7.03,7.05,0.58,2.22,6.68,2.74,1.16,0.8,106.05,38.61,-121.27
60670089112,470000,1976,2.5,0,1395,48075,30.9,2.15,12.47,88.7,10.56,2.86,6.46,34.34,1.68,10.44,1.67,5.56,2.84,2.06,0.82,0.5,100.63,38.58,-121.32
60374813001,813910,1953,3.36,3,1310,69055,46.1,6.56,17.48,73,6.48,0.17,0.6,35.04,0.68,7.08,1.56,2.68,1.87,0.73,0.19,0.41,35.26,34.08,-118.08
60374813002,985887,1956,3.72,17,1489,106399,43,5.31,18.8,65.2,1.55,4.58,0.9,34.68,0.99,6.89,1.3,2.14,2.03,0.59,0.6,0.73,34.86,34.08,-118.09
60374814011,1042857,1962,2.93,126,2936,54014,44.8,5.25,6.37,44.1,8.81,1.87,2.92,32.52,1.9,6.36,2.27,0.89,2.52,2.37,0.25,0.09,33.42,34.08,-118.1
60374814012,883876,1946,3.18,20,1651,103536,47.2,14.17,7.63,64.4,8.24,3.92,3.07,32.18,1.24,5.69,1.79,1.1,1.82,2.53,0.67,0.29,33.62,34.09,-118.1
60871231002,853041,1974,3.41,19,1276,99229,38.7,3.76,5.88,81.3,9.51,0,8.28,52.93,3.67,22.02,3.3,0.91,5.6,4.46,2.52,0,8.83,36.96,-121.78
60371046102,561594,1958,4.91,14,1031,104652,34.5,1.55,19.59,62.4,0,0,3.95,9.95,1.59,9.65,1.69,0.85,3.18,4.88,0.8,0.93,27.11,34.26,-118.42
60150002021,576389,1990,2.24,127,1128,108007,56.3,8.07,0.09,71.2,3.12,0,169,26.88,5.95,276.5,147.38,26.9,25.27,106.93,6.41,3.01,9.06,41.94,-124.11
60150001012,636480,1975,2.37,87,1698,41572,36.7,11.25,5.59,69.7,6.73,1.41,143.1,4.94,1.53,268.44,122.32,0.85,3.35,130.76,0.4,0.28,0.59,41.75,-124.21
60150001011,220833,1976,2.26,141,1953,28333,37.5,7.22,10.55,67.9,6.74,0,141.58,6.43,1.59,267.11,120.78,1.41,4.58,129.21,1.1,0.46,0.28,41.74,-124.2
60730080032,1400442,1965,2.3,71,1292,151059,37.3,20.59,1.01,53,4.8,12.72,11.71,11.74,1.5,1.36,1.26,2.52,9.33,7.5,0.48,0.7,0.92,32.81,-117.25
60730080033,1962963,1972,1.91,83,841,132260,34.7,22.95,0,45.2,3.93,17.66,12.54,12.13,1.67,2.09,1.14,3.32,9.69,8.05,1.04,0.16,0.28,32.8,-117.26
60730083611,880257,1984,2.05,128,1876,79939,31.7,17.8,0,69.7,12.17,11.14,10.1,18.6,1.16,0.44,0.22,2.31,0.7,1.18,1.67,0.8,1.9,32.87,-117.23
60374029042,582955,1957,4.1,9,1906,69041,35.4,0.73,9.34,69.4,8.37,2.81,6.31,15.68,3.05,3.23,1.31,3.53,5.67,4.7,1.41,1,45.66,34.02,-117.74
60374623021,841667,1986,2.08,30,1282,81070,35.8,26.29,0.86,85.3,5.07,6.81,8.54,26.73,0.39,1.38,0.61,2,3.6,0.55,0.51,0.69,34.77,34.15,-118.13
60374623022,829710,1981,1.84,10,950,67255,37.6,23.47,3.89,83.9,0,12.59,8.26,26.44,0.4,1.33,0.54,1.72,3.42,0.57,0.79,0.81,34.6,34.15,-118.13
60374627005,1302632,1965,2.04,52,1321,103501,36.7,16.88,0,87.2,9.18,14.1,9.84,27.97,0.94,2.36,1.78,3.3,2.92,0.73,0.8,0.61,35.72,34.15,-118.12
60374636013,819575,1974,1.8,37,1367,80993,38,25.46,2.34,76.9,0,7.57,7.79,26.25,0.83,0.35,0.35,1.83,2.12,0.44,0.23,0.74,33.49,34.14,-118.14
60971513012,1148707,1968,3.06,53,1096,75701,35.7,7.48,6.02,84.1,8.94,0,7.22,27.69,1.97,11.76,1.57,1.97,13.73,2.71,0.15,0,25.33,38.34,-122.7
60971513013,445763,1974,2.49,24,1493,59541,38.2,6.63,11.86,84.4,11.3,0,7.09,27.87,2.34,12.13,2.1,1.42,13.63,3.22,0.62,0.37,24.92,38.33,-122.7
60971513051,483333,1989,1.78,81,1940,42232,40.2,8.66,0.31,81.4,1.25,0,5.47,25.9,0.48,10.07,0.2,3.35,13.81,3.45,0.85,0.51,25.31,38.35,-122.71
60971513052,581647,1976,3.17,74,2017,93181,33.5,6.64,8.63,85.3,1.42,1.28,6.67,26.91,1.66,11.3,1.35,2.11,14.61,3.58,0.57,0.33,24.75,38.34,-122.71
60690001004,1185268,1975,3.24,34,1343,138505,39,7.82,5.96,83.2,4.52,0,9.26,62.04,11.5,35.33,12.94,8.56,14.82,13.7,7.88,7.73,31.15,36.92,-121.47
60374636021,486842,1969,1.62,31,1267,76952,37.8,34.33,0,78,3.6,1.3,6.25,24.68,0.18,1.09,0.43,0.89,1.42,0.56,1.48,0.06,32.77,34.14,-118.15
60374636024,1013636,1983,1.84,34,905,133144,36,33.81,0.22,75.3,12.24,18.96,6.45,24.94,0.79,0.43,0.57,1.49,0.91,0.3,1.37,0.27,32.53,34.14,-118.15
60374803032,705882,1974,2.7,68,2509,78145,38.6,7.17,5.46,84.1,14.33,5.63,7.09,28.28,1.3,3.8,1.16,1.42,0.85,1.12,0.44,0.57,30.98,34.1,-118.14
60371066481,649417,1965,3.83,22,3831,89612,35,1.25,9.08,72.9,1.87,1.7,7.46,11.87,2,5.6,1.87,2.42,1.87,1.81,0.45,0.45,29.57,34.29,-118.46
60371862032,1105096,1954,2.8,30,1054,125087,41.8,3.51,3.51,86.9,10.31,0,4.62,20.04,1.75,3.17,3.72,4.46,5.08,1.38,0.5,0.38,26.43,34.12,-118.21
60371863022,1174180,1946,2.84,37,1920,109860,40.8,14.74,4.48,87.2,9.01,2.68,5.37,19.17,1.24,4.96,4.31,2.93,4.23,2.96,1.3,0.65,24.68,34.11,-118.23
60971513061,575787,1977,2.61,9,950,98452,36.9,10.42,0.53,81.8,13.25,0,6.26,26.99,1.55,10.57,0.97,1.6,14.09,1.65,0.63,0.06,26.54,38.34,-122.69
60971513062,179710,1977,2.1,42,1318,45612,41.1,8.5,18.59,78.2,3.17,5.77,5.89,26.54,0.85,10.33,1.29,2.28,13.94,2.36,1.04,0.37,26.06,38.35,-122.7
60371863023,939453,1949,2.87,6,1593,98800,39.9,11.17,4.71,87,7.45,0.69,4.65,18.43,1.7,4.29,4.16,2.14,3.48,3.3,0.96,0.39,24.28,34.11,-118.23
60371864041,915909,1966,3.15,28,1397,77976,36.3,11.6,9.45,80.3,12.36,2.12,5.11,18.77,1.32,3.94,5.1,2.5,3.42,4.16,0.02,0.35,23.63,34.11,-118.23
60371871011,920095,1943,2.44,28,1294,90727,43.7,12.44,4.71,86.7,2.96,4.64,2.79,16.21,0.72,2.13,3.59,0.79,1.66,4.1,0.2,0.63,23.02,34.11,-118.26
60371871012,1220414,1942,2.44,42,1597,110193,42.8,10.39,2.57,85.5,3.72,0.5,2.63,15.78,0.53,1.72,3.54,1.25,1.64,4.06,0.71,0.6,22.7,34.12,-118.26
60371882011,1740625,1968,1.92,61,1546,106079,36.2,23.67,0,72.3,5.57,12.93,3.26,15.2,1.79,0.71,2.63,2.7,2.69,4.07,0.81,0.13,21.59,34.11,-118.27
60374003044,671965,1967,3.01,12,1035,118259,42.1,8.31,0,85.4,0,9.69,7.64,23.04,1.13,3.26,3.29,1.44,4.86,3.09,0.46,0.33,49.94,34.11,-117.8
60374012032,685458,1967,3.04,23,2651,118394,38.8,8.49,3.39,86.1,3.73,1.65,8.74,28.78,0.86,3.37,1.55,3.41,2.42,2.59,0.32,0.01,47.17,34.11,-117.85
60374013043,929025,1976,2.76,7,1587,174644,50.6,13.17,1.01,82.2,15.35,0.27,5.47,26.16,4.72,4.16,4.23,5.48,3.08,2.71,2.73,0.62,44.29,34.08,-117.84
60374013114,834577,1960,2.92,23,1811,111880,40.1,6.85,1.05,84.7,2.04,6.37,8.16,25.13,1.65,1.65,1.37,1.99,3.13,1.43,0.61,0.91,49.01,34.11,-117.82
61010505044,369722,1994,3.35,10,1602,105655,40.3,14.73,6.99,79.8,8.62,3.82,26.46,59.37,4.88,65.45,3.94,5.06,5.02,5.69,0.74,0.53,124.84,39.11,-121.65
60372627062,2000001,1960,2.99,14,1093,200001,48.5,30.92,0,36.8,4.04,3.71,16.58,8.36,0.67,4.43,1.92,4.87,4.18,4.17,1.21,0.17,1.02,34.04,-118.52
60372641021,1760000,1967,1.72,67,1185,166873,38.2,34.26,0,51.2,4.46,4,13.66,6.57,1.3,2.93,0.85,2.83,1.56,2.61,1.63,0.03,6.07,34.06,-118.47
60372656011,2000001,1940,2.5,33,1158,86675,41.1,23.4,1.64,54.3,5.76,7.38,9.31,6.07,0.63,1.62,0.41,2.16,1.99,1.96,0.26,1.25,8.2,34.06,-118.43
60371047012,0,1950,3.69,7,2324,38035,26.9,0.39,17.38,67.1,7.27,0,4.64,11.07,1.71,9.41,1.34,2.08,4.33,3.89,0.35,0.19,28.14,34.27,-118.42
60371066433,960177,1968,3.19,14,786,171158,45,17.81,0.25,73.3,0,3.58,5.9,10.3,3.64,2.77,1.95,3.39,7.05,4.21,2.26,0.08,27.12,34.28,-118.52
60371066461,849886,1957,3.14,16,1893,140234,44.3,9.4,1.32,78.6,6.27,1.8,5.95,9.89,2.62,1.65,2.25,3.02,3.63,3.67,0.31,1.11,27.71,34.28,-118.5
60371066462,669014,1958,3.68,12,1353,124500,41.3,12.34,5.62,88,7.23,3.57,6.87,8.92,1.69,1.01,1.29,2.69,3.62,2.74,0.47,0.91,26.93,34.28,-118.49
60371066482,476667,1988,3.43,7,1151,32586,29.7,0,17.46,61.9,1.92,0.24,8.16,11.73,1.58,5.97,1.56,1.72,1.76,1.12,0.58,0.31,29.43,34.29,-118.45
60371066491,677152,1957,4.62,15,1113,88506,37.7,3.5,18.33,77.9,5.84,1.92,7.95,11,2.07,5.16,2.4,2.08,0.99,1.47,0.46,0.19,28.85,34.29,-118.46
60014303002,1044944,1956,3.15,16,1162,155655,42,4.04,3.01,76.8,4.13,5.85,11.73,15.76,2.86,3.84,2.39,4.9,2.28,5.42,0.98,0.72,8.77,37.71,-122.08
60014304001,1094415,1955,3.06,14,1088,200001,42.6,18.84,0.46,77.6,3.84,8.68,10.87,14.15,3.85,4.59,3.08,3.32,2.18,4.03,0.17,0.36,7.82,37.71,-122.09
60014305002,1059917,1972,2.66,19,1843,77706,37.4,8.74,3.04,86.9,4.59,0.53,8.63,13.4,3.59,3.93,2.1,2.64,1.51,2.46,1.1,0.67,6.22,37.7,-122.1
60014305003,1368421,1965,3.01,36,1791,106799,36,0.45,2.35,87.8,3.74,6.13,8.37,14.13,3.07,3.08,1.22,3.57,1.16,3.12,1.11,0.69,6.31,37.69,-122.1
60373101002,1254076,1959,3.04,18,1395,159681,46.8,21.08,1.43,56.4,5.11,3.65,6.29,3.56,1.45,5.73,2.91,4.18,7.13,1.41,0.59,0.05,26.96,34.21,-118.33
60373101003,1008242,1956,2.96,10,1395,200001,43.3,26.24,2.94,62.3,8.05,0,6.17,3.28,1.51,6.56,3.7,5.01,7.74,1.14,0.51,0.33,27,34.21,-118.33
60730015001,848214,1949,1.92,33,992,79431,36,19.56,4.13,78.8,2.22,5.73,12.14,7.62,0.49,3.5,2.49,2.39,3.78,3.54,0.89,0.41,5.49,32.75,-117.12
60014357001,656944,1976,3.04,26,1396,70010,35.4,2.94,7.45,88.6,24.17,3.05,5.85,12.92,1.13,4.81,1.31,4.01,3.69,2.73,0.27,0.27,4.41,37.68,-122.12
60014357002,816935,1955,3.5,11,918,121098,39.6,3.49,10.35,88.4,5.56,7.75,5.54,11.96,0.45,5.71,0.41,3.63,3.93,2.22,0.73,0.89,3.81,37.68,-122.12
60014357003,962838,1955,3.23,8,1179,104991,41.9,1.02,6.28,88.5,3.14,6.13,5.45,12.74,0.81,5.16,1.06,3.99,4.1,2.69,0.53,0.59,4.11,37.68,-122.12
60373103001,1119863,1956,3.05,2,804,146361,43.2,10.57,2.36,58.5,8.59,3.42,4.16,5.21,1.72,3.17,1.19,1.7,5.59,2.13,0.12,0.41,26.7,34.2,-118.31
60411211001,1772222,1958,2.52,47,1584,200001,43.9,25.38,0,49.1,12.21,4.3,0.56,44.59,1.09,1,0.64,1.5,2.85,4.62,0.54,0.53,1.16,37.93,-122.52
60411211002,1472527,1940,2.55,31,885,157481,44.5,13.22,0,54.8,4.07,0.56,2.43,44.85,1.7,3,1.29,2.35,3.57,4.95,1.49,0.7,2.75,37.92,-122.53
60411211003,1773952,1965,2.28,27,1324,154167,43.3,29.98,1.59,70,8.57,0.52,2.37,43.13,0.73,2.62,1.03,1.08,4.54,6.23,1.53,0.92,1.67,37.92,-122.52
60411211004,1393382,1955,2.5,39,1147,200001,45.3,21.62,2.7,54.3,7.24,2.66,1.42,44.64,0.93,1.95,0.37,1.73,3.11,4.74,0.43,0,1.91,37.93,-122.53
