id,house_value,house_age,household_size,vacant_units,population,income,age_population,postgrads,no_hs,diversity_index,unemployment,employed_technology,dist_landfills,dist_airports,dist_libraries,dist_supermarkets,dist_malls,dist_police,dist_hospitals,dist_universities,dist_schools,dist_parks,dist_coast,latitude,longitude
60470010081,405603,1976,4.01,5,1369,58361,28,4.24,1.31,89.1,17.99,0,7.25,64.01,4.8,77.6,3.02,3.8,4.84,3.77,2.88,2.73,127.39,37.34,-120.51
60470003052,364663,1995,3.71,7,1622,62855,32.4,0,42.54,85.7,1.74,0,18.55,43.41,10.32,56.57,13.46,2.23,22.92,22.28,1.35,1.09,111.66,37.37,-120.73
60470004032,315625,1981,3.96,1,1844,73671,40.6,1.95,16.32,68,10.9,0,11.16,33.48,6.14,45.85,10.21,6.82,14.98,12.41,1.16,3.47,103.55,37.4,-120.84
60470022043,491667,1971,3.61,3,1387,53938,31.9,0,12.26,79.3,25.75,0,0.8,79.13,1.8,89.25,2.5,1.38,2.17,50.86,0.26,0.27,89.4,37.07,-120.84
60470026022,333904,1996,4.19,27,2356,61907,41.9,7.26,0,80.8,0,0,15.7,71.87,5.82,85.45,3.94,5.07,4.44,5,1.72,1.43,132.89,37.32,-120.43
60470009041,414978,2007,2.97,37,3302,110490,34.3,4.69,6.54,87.6,10.8,1.59,3.65,59.87,5.71,73.44,5.95,5.66,10.1,8.13,2.4,1.28,123.66,37.34,-120.56
60470002041,467021,1983,2.94,18,1363,57748,30.6,3.6,19.15,78.3,9.93,0,11.78,33.77,0.59,46.86,10.09,0.68,13.49,12.55,0.34,1.82,107.88,37.42,-120.79
60470016041,339560,1989,4.31,19,1614,54889,27.2,3.59,18.22,85.3,3.75,0.26,16.09,72.83,4.31,86.4,3.23,3.11,8.81,5.11,1.41,1.44,128.2,37.28,-120.47
60470010083,338415,1996,4.49,9,1735,54192,27,2.59,11.35,88.5,1.43,0.32,9.21,65.73,3.95,79.32,2.57,1.6,2.67,1.6,1.39,1.35,128.99,37.34,-120.49
60470009031,354225,1983,3.6,24,1420,43834,29.3,1.76,11.55,87.4,5.26,0,7.14,63.89,4.95,77.47,3.28,5.15,6.88,4,1.37,3.23,125.61,37.32,-120.53
60470009042,300000,1983,3.15,13,1079,76167,32.9,1.2,8.34,87.7,6.99,0,5.67,62.4,6.38,75.98,4.64,6.58,7.65,5.48,0.18,3.44,125.18,37.33,-120.54
60470020011,193750,1976,2.79,32,2165,38208,34.9,2.49,9.24,80.3,17.77,0,21.14,59.23,13.26,69.44,21.27,13.12,20.28,40.33,11.68,2.44,89.72,37.21,-120.9
60990006012,596559,1975,2.45,36,1824,95681,41.2,1.48,6.03,85.7,9.03,1.86,14.97,11.89,6.37,4.25,2.84,6.95,6.4,1.65,0.95,0.53,87.02,37.66,-121.05
60990006013,710821,2004,2.85,75,2070,81119,40,1.01,4.06,84.7,6.37,6.49,14.68,11.55,6.15,5.26,2.56,6.62,6.66,2.24,1.3,0.8,86.84,37.65,-121.05
60990006021,959821,1968,3.23,19,2022,88052,38.9,1.04,1.53,83.4,8.49,0,13,10.01,4.44,4.22,1.65,5.17,4.13,0.76,1.06,1.06,88.82,37.66,-121.03
60990006022,828323,1995,3.37,4,900,141630,37.1,4.33,2.67,87,7.01,2.95,11.81,8.73,3.21,5.79,0.49,3.81,3.97,1.93,1.83,0.75,89.15,37.65,-121.03
60470023041,79297,1971,2.45,16,1226,76442,33.8,3.18,27.9,81.6,10.76,0,5.13,78.54,6.76,89.65,7.75,6.69,7.57,45.96,2.9,1.62,93.71,37.08,-120.79
60470003051,119512,1985,4.3,8,1310,41783,36.6,3.36,22.44,86.8,7.67,4.83,18.25,42.81,9.86,56.04,13.2,1.18,22.28,21.8,0.77,0.51,112.31,37.38,-120.73
60470024041,227222,1971,4.48,7,925,40801,33.4,2.16,21.19,78.5,4.93,0,25.46,97.02,0.53,96.03,27.21,0.54,27.87,47.82,0.31,0.65,105.12,36.98,-120.63
60470017004,679321,1997,3.73,19,2815,191187,29.5,0.92,1.67,84.3,4.81,0,18.13,74.97,6,88.56,4.99,5.6,8.73,7.25,0.51,1.3,130.94,37.28,-120.44
60470003053,478659,1972,3.96,18,2125,53331,31.6,0.14,13.18,70.9,0.69,0,19,41.47,8.61,54.72,14.02,1.4,20.92,20.51,0.71,1.38,112.35,37.39,-120.73
60470026012,545455,1950,3.89,2,1013,57395,31.9,6.12,6.61,87.1,10.74,3.69,22.56,79.34,10.51,89.59,9.47,10.15,12.37,11.62,4.04,4.77,133.55,37.27,-120.4
60470023061,364091,1977,4.07,5,2183,96143,31.9,0,20.25,77.8,1.56,0,2.31,80.22,3.77,91.07,4.82,3.9,4.94,49.17,0.65,0.18,91.42,37.06,-120.82
60470020021,496532,1983,3.88,3,2149,102606,37.5,3.77,3.58,82.5,20.83,0,24.25,62.64,12.76,62.91,29.16,12.64,29.98,48.51,11.15,8.79,75.18,37.19,-121.08
60990008014,775773,1965,4.44,12,1436,43700,39.7,4.18,5.71,82.2,0.9,0.13,11.53,9,4.36,4.97,0.63,5.26,1.69,1.75,0.49,0.09,91.44,37.67,-121.01
60990008015,368182,1958,4.41,4,995,75734,40.6,6.73,0,76.2,2.09,0,10.85,8.48,4.38,5.87,0.4,5.24,1.39,0.78,0.59,0.58,92.24,37.67,-121
60990008031,436416,2001,4.08,18,1986,87057,35.1,2.06,0.4,86.2,5.16,2.55,13.98,11.14,5.71,2.54,0.06,6.54,4.35,1.68,1.27,0.72,89.04,37.67,-121.04
60375352001,75909,1979,3.07,7,1432,47023,31.9,1.96,22.97,58.6,3.23,0,6.04,10.52,1.35,10.26,2.54,3.68,4.29,4.04,0.37,0.47,17.05,33.96,-118.25
60375352002,1320833,1939,2.67,53,1150,144660,32.4,1.39,36,70,14.51,0,5.92,10.11,1.31,10.47,2.7,3.23,4.03,3.78,0.5,0.71,16.7,33.95,-118.25
60470023051,1669811,1943,2.37,43,1073,112974,30.5,12.77,0,80.1,9.89,0.11,0.79,79.36,2.44,90.05,3.36,2.3,3.22,50.08,0.48,0.47,90.21,37.07,-120.83
60470023031,1558219,1940,2.52,44,1449,170610,36.5,0,10.84,82.8,6.06,0,2.87,82.66,2.81,91.08,3.72,3.45,4.52,52.06,1.07,0.53,89.72,37.04,-120.83
60470023014,1610656,1940,2.36,90,1304,103124,35.1,3.6,18.1,84.6,5.37,0,3.37,80.83,1.78,86.98,0.77,1.8,1.59,54.11,0.58,0,86.99,37.05,-120.86
60470023033,1244589,1940,3.39,50,1502,99088,31,10.25,21.44,78.6,10.11,0,1.74,80.72,2.96,91.49,4.04,3.21,4.31,50.11,0.95,0.75,90.74,37.06,-120.82
60470022031,0,1940,1.9,62,769,23291,30.6,0,28.09,77.6,6.28,1.56,4.54,76.18,4.63,86.34,4.32,3.86,3.18,51.32,2.33,1.47,88.03,37.09,-120.86
60470024043,1285117,2008,1.84,197,1041,200001,35.1,13.06,22.86,81.3,10.96,5.15,24.46,95.65,1.22,96.76,26.28,1.19,26.91,46.77,1.17,0.4,104.91,36.99,-120.64
60470022032,2000001,1998,1.53,74,733,200001,32.1,6.68,39.29,79.8,3.84,0,2.44,77.54,3.13,88.09,3.36,2.43,2.48,50.43,0.65,0.13,89.25,37.08,-120.85
60470023052,2000001,2004,1.71,130,651,200001,30.4,2.3,48.23,78.9,18.15,1.12,2.25,77.77,3.71,88.5,4.39,3.28,3.84,48.99,1.42,0.2,90.63,37.08,-120.83
60470010071,425352,1978,2.2,100,756,59961,30.1,27.38,3.84,88.4,5.73,3.62,9.15,65.03,5.76,78.61,3.25,2.03,2.41,2.18,2.77,2.54,129.99,37.35,-120.49
60470004041,1617647,1971,2.49,168,1034,125032,36.7,1.64,26.5,76.5,0,0,13.98,33.6,14.24,44.52,14.15,14.97,19.07,15.38,6.17,5,97.44,37.39,-120.91
60552005031,1000000,1940,2.26,78,1685,21807,40.6,6.71,0.53,82.6,8.38,3.2,13.93,13.14,1.31,2.91,0.53,1.25,2.74,4.86,0.3,0.24,19.61,38.31,-122.29
60470024031,1666667,1939,1.93,52,994,200001,29.4,0,12.47,77.5,19.47,0,25.91,99.42,3.82,96.78,27.4,3.83,28.17,51.11,1.3,3.09,103.71,36.97,-120.64
60470024042,1637097,1939,1.87,43,1083,115618,30,1.94,3.51,76,17.66,0.26,25.33,97.66,1.66,96.5,27,1.68,27.69,48.91,1.44,1.34,104.48,36.98,-120.64
60470024032,1681818,2005,1.87,108,982,200001,35.4,1.43,29.63,80.4,11.97,0,28.21,98.92,2.63,93.32,29.97,2.65,30.62,48.02,0.3,2,107.01,36.97,-120.61
60710080042,1858108,2010,1.68,140,934,200001,32,11.46,10.17,84.3,8.88,0,11.25,25.48,1.13,0.71,2.73,1.09,3.45,2.68,0.62,0.64,80.08,34.06,-117.19
60710082012,2000001,1945,1.61,137,698,200001,36.1,17.91,0,80.8,2.17,5.43,12.47,24.64,0.75,1.14,1.14,0.67,3.76,2.23,0.79,0.53,79.94,34.05,-117.18
60710082022,1020737,2006,2.87,93,2596,94754,43.1,7.82,0,62.8,0,0,12.44,23.24,1.63,2.44,1.41,1.69,2.86,3.51,0.58,0.6,78.95,34.04,-117.18
60710085023,1423387,1939,3.14,38,1099,200001,48.8,36.12,0.55,67.9,7.09,5.63,17.59,23.2,6.4,6.81,2.34,6.42,7.54,4.75,0.77,1.29,80.04,34.02,-117.14
60710085024,2000001,1974,2.01,62,2035,176839,43.4,5.01,0.05,70.3,9.98,0,22.21,24.89,4.5,11.1,3.04,5.65,12.15,3.6,2.44,1.97,81.31,34.01,-117.1
60710110031,1700877,2013,2.03,321,1544,200001,39.3,1.62,0,70.6,0,0,24.85,48.44,1.03,24.25,2.35,3.42,5.38,15.25,0.97,0,94.24,34.24,-117.21
60371348012,823930,1946,3.03,36,2518,162033,38.7,3.26,2.34,88.3,3.11,3.55,8.14,9.41,1.92,4.58,2.55,2.91,2.3,1.82,0.42,0.68,17.47,34.2,-118.57
60371323021,756250,1958,3.16,45,1910,87705,41,3.3,2.09,85.6,6.23,14.21,11.41,4.13,2.81,3.26,2.48,2.75,2.87,2.78,0.37,0.57,17.68,34.2,-118.52
60371323012,677226,1956,3.7,6,1162,95404,38.8,6.88,8.09,83.5,2.45,1.51,11.01,4.86,2,4,2.98,1.93,2.35,2.47,0.24,1,18,34.2,-118.53
60371348021,1241379,1959,3.43,33,2216,75877,44.1,2.12,5.55,87.4,3.61,2.31,8.37,8.5,1.86,4.92,1.64,1.91,1.43,1.37,0.79,1.17,17.29,34.2,-118.56
60371348022,849576,1957,3.12,9,963,132911,41.1,14.12,32.09,86.4,6.51,3.54,8.2,8.96,2.35,4.69,2.05,2.4,1.86,1.77,0.92,0.9,17.33,34.2,-118.57
60371278042,658482,1954,3.45,16,1515,85781,39.3,14.72,1.52,87.7,11.32,7.04,10.12,3.41,2.75,6.09,3.51,2.81,0.65,1.04,0.77,1.57,19.55,34.2,-118.46
60710022044,0,1940,1.44,45,1227,18979,32.4,1.63,13.61,78.7,8.95,4.02,2.3,12.89,3.81,4.85,2.51,3.63,8.68,6.85,0.77,1.17,66.33,34.1,-117.5
60710114053,1663043,1950,1.94,57,1047,200001,56.4,2.67,1.91,50.1,5.28,0,54.05,66.58,3.92,44.24,6.86,6.6,4.07,39.18,2.53,0,115.78,34.24,-116.85
60371272203,1265152,1951,2.63,39,1152,93571,40.7,18.06,11.2,87.6,12.35,1.51,9.21,3.94,2.63,6.38,2.75,1.91,1.48,1.51,0.47,1.2,20.21,34.2,-118.46
60373006021,368056,1982,1.78,81,1204,32948,47.5,28.24,0.5,59.4,11.86,8.9,7.9,14.21,0.51,0.32,0.36,8.03,1.69,5.07,0.7,0.55,31.69,34.21,-118.23
60371344212,2000001,1940,2.28,68,994,85301,51,30.18,0.8,64.9,6.91,1.9,9.86,17.1,2.73,2.68,2.34,5.26,1.71,4.59,0.41,0.6,18.73,34.21,-118.64
60710114081,1343023,1940,2.32,63,1094,140922,47.9,0,0,70.4,2.82,0.39,56.07,66.23,6.29,46.07,9.18,8.95,6.43,40.71,1.12,0,116.89,34.24,-116.83
60710114052,1570312,1940,2.16,81,1035,200001,44.8,2.71,0,72.5,0,0,55.89,68.75,5.4,46.34,8.44,8.05,5.53,41.42,1.63,0,117.66,34.26,-116.84
60710104291,0,0,0,0,0,0,41.9,NA,NA,64,4.02,0,54.88,39.71,4.89,44.05,4.29,4.97,12.13,18.98,2.19,3.33,135.24,34.11,-116.38
60710104282,1633117,1964,1.74,61,1127,200001,46.1,2.13,0,59,8.54,6.23,60.84,43.92,3.52,48.63,3.06,3.15,14.54,21.22,4.44,2.43,136.34,34.15,-116.4
60650449281,1302632,1940,2.11,44,939,90306,75.5,17.36,0,27,0,0,15.16,20.37,5.45,6.56,5.29,4.43,14.06,2.65,2.77,1.67,114.74,33.75,-116.35
60650449282,1385204,1940,2.97,27,1202,200001,70.2,10.15,0,48.6,0,0,12.16,23.59,6.92,5,2.5,2.76,10.89,5.47,2.13,1.46,115.58,33.74,-116.32
60650449291,2000001,1939,1.6,100,835,113911,74.2,16.77,0,41,4.38,0,18.54,18.01,2.05,2.71,2.71,5.66,17.09,1.72,1.34,0.86,111.44,33.74,-116.38
60710114082,2000001,1940,1.91,82,954,200001,57.3,9.22,0,51.4,0,0,56.34,64.67,7.35,46.15,10.08,9.93,7.5,40.51,2.57,0,116.57,34.24,-116.82
60650457073,1717742,1956,1.74,131,1299,87451,30.2,0,24.63,57,12.68,0,6.01,8.04,1.44,12.45,0.73,4.75,6.17,1.43,0.86,0.42,123.04,33.68,-116.19
60710114062,0,1939,1.53,125,435,55626,41.1,12.41,10.34,77.1,6.14,0,54.99,68.55,4.78,45.88,7.8,7.37,4.9,41.12,2.51,0,117.45,34.26,-116.85
60470008013,0,1939,1.49,107,286,10039,33.9,9.79,82.52,87.1,11.49,0,1.93,55.97,2.84,69.54,3.39,2.02,13.03,11.95,0.45,0.51,122.7,37.36,-120.58
60470026011,1035714,1989,1.96,85,1095,33551,25,0,5.48,88.5,4.57,0.66,18.24,74.96,6.39,88.55,5.14,6.32,8.02,7.24,0.45,1.59,132.14,37.29,-120.43
60470010072,2000001,1940,1.75,82,823,16955,25,15.55,3.28,87.9,5.01,15.45,10.47,65.79,5.46,79.36,3.34,2.46,2.04,2.62,2.01,2.1,131.26,37.35,-120.47
60470003063,400000,1966,2.43,18,847,42811,30.2,2.95,16.77,77.1,10.29,0,17.21,42.92,10.3,56.23,12.22,0.4,22.34,22.11,0.49,0.63,113.4,37.38,-120.72
60470023012,818510,1963,2.81,26,1408,117640,39.5,13.14,7.67,81.4,1.49,0.11,2.79,81.98,1.4,88.72,1.68,2.04,2.76,53.53,1.01,0.34,88.01,37.05,-120.85
60470010061,639474,1962,3.1,14,1447,113647,33.9,23.91,0.9,85.6,19.55,0,10.09,66.47,3.96,80.06,1.69,0.63,1.72,0.63,1.11,1.07,129.71,37.34,-120.48
60470016031,1197034,1974,3.11,64,2569,200001,25.9,1.17,7.01,80.9,19.33,0,13.82,70.43,3.05,83.99,2.44,1.48,8.15,3.2,0.74,0.82,126.82,37.28,-120.49
60470022042,1167659,1968,3.07,25,2286,103834,32,0.44,9.41,78.8,1.41,0.24,1.22,78.65,2.24,89.19,2.83,1.73,2.33,50.55,0.67,0.59,89.51,37.07,-120.84
60470017003,939413,1970,3.39,24,2211,115859,24.1,0.86,6.15,87.3,6.02,0,17.02,73.86,4.86,87.45,3.83,4.44,7.99,6.1,0.6,0.75,130.25,37.28,-120.45
60470003062,275000,1975,2.68,35,1912,59875,34.6,0,15.79,69.7,15.57,0,16.68,43.59,10.96,56.91,11.66,1.05,23.02,22.78,0.31,0.61,113.54,37.38,-120.71
60470002043,1391243,1975,3.23,24,1667,200001,32.9,2.58,0.78,81.3,13.4,0,12.43,34.16,1.41,47.34,10.67,0.62,13.74,13.1,0.55,1.19,108.73,37.42,-120.78
60470002052,1361413,1969,3.12,8,1615,200001,33.5,4.52,7.55,69,23.8,0,12.05,33.71,1.31,46.91,10.27,0.55,13.26,12.69,0.26,0.88,108.64,37.43,-120.78
60470002051,1193396,1973,3.02,1,285,200001,32.7,0,83.86,77.2,5.39,0,10.51,32.12,1.52,45.32,8.71,1.6,11.69,11.12,1.66,1.26,107.84,37.44,-120.79
60470003061,1323529,1979,2.61,19,1964,143295,34.7,4.12,12.93,77.7,3.58,4.16,16.56,44.39,11.36,57.67,11.48,1.85,23.83,23.48,0.95,0.75,113.17,37.37,-120.71
60470016042,1375000,1967,3.08,9,816,200001,30.7,3.43,48.16,83.4,6.22,0,15.91,72.74,3.8,86.32,2.7,3.03,7.81,4.87,1.53,1.28,129.07,37.28,-120.47
60470026023,888761,1940,2.4,5,853,134211,34.5,58.15,9.14,85.4,6.12,0,14.63,70.67,5.35,84.25,2.96,3.99,3.26,3.94,1.36,0.59,132.59,37.33,-120.44
60470020025,585821,1951,3.03,8,999,90456,36.5,4.1,10.71,81.5,9.96,2.77,29.5,52.94,1.26,61.54,30.36,1.07,30.14,36.98,0.15,0.33,84.59,37.25,-121
60470016032,605496,1945,2.89,8,1040,99675,28.5,2.5,20.58,83.8,16.45,0,13.34,69.84,3.35,83.4,2.82,1.88,8.44,3.14,0.45,1.09,126.22,37.28,-120.5
60470016033,674279,1948,3.14,26,1153,122219,29,0,24.46,81.9,8.32,0,14.22,70.59,4.26,84.14,3.71,2.71,9.36,4.16,1.44,1.8,125.97,37.28,-120.5
60710056012,633152,1953,3.06,22,937,92763,28.3,0.85,10.14,79.8,14.25,3.71,6.24,31.42,0.6,14.68,0.38,0.46,3.62,1.27,0.33,0.41,78.03,34.11,-117.3
60710064022,605488,1947,3.48,14,1317,56608,27.3,0,2.96,85.6,0,0.16,7.63,31.77,3.33,11.48,4.25,2.69,3.07,3.38,0.29,1.08,80.61,34.12,-117.26
60710065012,623438,1946,3,5,1014,85799,33.7,6.61,13.12,85.7,5.09,0.33,4.63,29.41,2.15,11.7,2.27,0.45,4.63,1.82,0.66,0.69,78.04,34.1,-117.27
60710073083,674145,1951,3.2,4,1089,102742,53.2,51.7,6.43,76.7,4.99,0,5.08,21.9,0.87,8.13,2.48,5.9,0.7,1.3,2.49,0.82,74.63,34.05,-117.25
60710073071,250806,1951,2.87,23,1082,112092,37.9,26.16,2.87,83.6,19.64,4.99,9.5,19.29,4.25,6.9,5.92,5.5,2.71,5.37,2.71,2.35,74.63,34.02,-117.22
60730140022,932990,1964,3.27,22,2469,134300,40.7,2.79,6.32,88.9,9.46,1.14,7.31,19.05,1.85,6.96,2.82,2.23,6.82,5,0.66,0.37,11.25,32.73,-117.02
60710087091,460843,1956,4.49,12,1316,73074,44.2,4.33,0,78.4,4.75,0.43,27.48,28.72,1.5,15.99,1.43,3.44,15.71,6.84,1.01,0.56,83.97,34.01,-117.05
60710049021,604079,1956,4.42,9,2277,97738,32.6,0,5.49,74.1,9.33,0.22,5.17,29.98,2.06,16.98,1.41,2.29,4.24,2.17,1.46,0.93,74.97,34.1,-117.33
60710041014,865385,1955,3.54,6,892,101841,31.1,0,20.18,63,12.54,0.34,9.15,32.75,2.32,22.36,0.77,8.63,4.79,2.89,1.26,1.14,80.36,34.17,-117.34
60710020392,2000001,1975,2.24,308,849,200001,38.5,57.13,7.3,87.3,1.22,6.69,10.7,19.57,2.92,10.62,2.2,8.72,13.83,10.17,1.23,0.56,72.98,34.17,-117.49
60710070011,545792,1955,3.84,10,1180,120701,32.2,1.95,17.88,65.2,9.47,0,2.57,26.66,1.48,14.42,1.78,1.39,4.62,1.45,0.36,0.54,73.93,34.08,-117.31
60710070022,840686,1959,3.1,6,1368,157052,32.3,0,2.85,69.7,0,0,2.74,25.84,0.65,15.17,2.75,0.78,3.8,2.46,0.81,0.22,72.81,34.07,-117.32
60710042012,0,1999,2.71,232,3233,12358,30.6,0.74,7.61,81.8,7.11,0,5.74,31.82,2.02,18.22,0.62,4.05,1.31,4.86,0.38,0.2,77.18,34.12,-117.33
60710023133,806748,1969,3.1,13,899,153683,35.7,1.89,13.68,78.7,3.03,4.43,7.23,18.08,3.37,8.6,2.84,3.36,6.72,3.28,0.65,0.53,69.85,34.12,-117.46
60710024031,1267857,1975,1.68,49,861,66112,33.7,1.63,30.66,69,19.39,0,3.64,14.5,5.05,4.67,3.58,5.22,6.21,4.71,0.65,1.86,66.62,34.1,-117.48
60710024062,1639706,1978,1.89,33,1044,90647,32.4,0,10.44,68.2,7.26,0,5.51,16.37,3.24,6.28,3.46,3.39,5.18,2.92,1.48,1.72,67.84,34.1,-117.46
60710099112,0,1985,2,3,81,178325,33.7,91.36,91.36,87.2,12.82,5.08,10.4,14.85,5.64,52.6,2.9,4.87,8.03,8.87,0.47,0.04,106.78,34.49,-117.37
60710074083,1619565,1980,1.93,95,1591,92964,30.5,2.39,3.52,83.1,3.43,4.49,9.8,32.44,1.93,9.87,3.27,1.58,5.48,6.48,0.81,0.35,82.51,34.12,-117.23
60855092024,862500,1966,2.15,51,1848,72654,41.1,6.66,2.38,78.2,4.45,23.52,16.13,18.64,1.66,2.64,1.71,1.58,5.23,4.17,0.38,0.18,4.75,37.41,-122.09
60855092023,849038,1957,4.47,8,1098,139491,33.7,31.79,4.74,74.5,0,44.65,15.4,18.34,1.81,3.37,2.28,2.09,5.84,4.03,0.37,0.13,4.17,37.41,-122.08
60855092022,994960,1946,3.15,20,686,164212,37.9,33.67,11.37,79,5.63,11.46,15.64,18.07,2.04,3.17,1.5,1.3,5.04,4.6,0.19,0.05,4.76,37.4,-122.08
60855092021,856818,1957,3.18,8,897,108405,37.8,58.31,0.78,76.9,0.92,24.28,16.09,18.15,1.46,2.88,1.05,0.81,4.48,4.93,0.41,0.26,5.27,37.4,-122.08
60855092014,0,1966,2.33,13,1168,57034,38.3,26.03,0,78.4,7.55,23.98,14.66,17.18,2.42,4.17,1.73,1.67,5.21,5.21,1.18,0.15,4.47,37.41,-122.07
60855120213,1121429,1964,3.48,18,1618,53364,43.4,9.02,2.35,82,5.04,7.29,10.08,18.4,1.15,5.91,1.15,13.78,4,5.64,0.31,0.37,27.77,37.26,-121.83
60855120212,705943,1980,3.27,19,1668,61037,41.9,12.65,4.68,84.4,2.47,22.41,10.47,18.05,0.67,6.09,1.04,13.72,4.33,5.74,0.37,0.24,27.5,37.26,-121.82
60855120193,622611,1966,3.45,23,1805,79048,40.7,11.86,2.71,81.7,4.71,23.01,9.59,16.13,2.5,4.39,1.25,11.46,6.39,8.01,0.25,0.02,25.96,37.27,-121.84
60855119151,636247,1970,3.1,21,2892,80147,40.7,13.9,0.9,77.9,1.06,11.56,4.28,17.26,0.84,1.6,0.41,8.45,6.79,10.97,0.59,0.35,26.2,37.24,-121.89
60855119162,828125,1959,3.33,17,817,70303,44.2,80.42,0.73,69.1,7.27,20.01,2.86,18.27,0.88,3.28,1.58,7.33,6.12,11.82,0.72,0.27,26.7,37.23,-121.9
60190014112,795082,1961,2.93,5,1799,103160,36.6,1.17,1.33,87.8,3.96,1.87,13.31,5.29,2.63,14.77,1.99,8.28,10.95,2.91,0.87,3.34,181.5,36.75,-119.69
60190013042,29605,1965,2.93,41,1280,45518,31.7,0.47,24.77,80.8,14.27,0,10.2,7.55,0.43,17.33,0.9,1.47,5.28,0.69,0.85,0.17,176.3,36.73,-119.74
60190013014,696591,1956,3.14,10,1507,128478,28,0,12.28,69.1,4.59,0,11.09,6.51,0.75,16.3,0.55,1.89,5.14,0.85,0.27,0.61,177.01,36.73,-119.74
60190013013,580357,1983,2.84,28,2464,72457,31.7,0,5.64,72.4,11.08,0,11.33,6.85,0.72,16.38,1.27,1.19,4.36,1.43,0.64,0.58,176.52,36.73,-119.75
60190004001,830882,1966,2.94,16,2469,85750,32.6,0.16,10.17,71.8,7.43,2.51,12.29,8.13,2.34,16.8,1.85,1.58,2.34,2.69,0.52,0.97,175.2,36.73,-119.77
60190003001,615783,1954,3.97,7,1520,88345,33.2,4.21,18.88,83,14.39,0,14.46,12.38,0.64,18.82,6.3,1.31,3.81,2.39,0.69,0.53,171.88,36.72,-119.81
60190003003,446667,1964,4.98,5,1148,82680,29.1,0,4.79,84.5,10.41,0,13.95,11.77,0.87,18.69,5.63,0.97,3.27,1.87,0.39,0.31,172.32,36.72,-119.8
60411022031,397170,1970,4.78,10,1505,32543,37.3,5.65,11.69,85.7,14.73,2.02,7.02,35.38,1.2,0.39,0.78,0.43,1.82,18.88,1.49,0.79,5.05,38.11,-122.57
60411241003,645833,1976,2.78,19,1781,84866,42.6,11.9,0,32.6,3.17,1.91,5.99,39.11,0.46,5.9,1.46,3.3,8.39,10.15,1.02,0.44,0.92,37.9,-122.49
60411230002,730960,1974,2.93,37,2519,61823,53.3,15.4,0.2,35.7,0,5.85,10.81,34.8,1.46,10.78,3.31,0.85,12.51,11.07,1.79,1.39,0.03,37.87,-122.47
60411230001,1854508,1958,3.12,27,1690,173186,54.1,15.62,0,28.3,3.04,3.66,10.1,35.14,0.57,10.01,4,0.51,12.49,11.83,0.56,1.09,0.65,37.88,-122.47
60411212004,912402,1966,2.31,49,2139,61881,43.9,10.66,0,47.8,3.03,6.25,3.74,41.23,2.71,3.55,2.65,1.36,6.17,7.98,0.67,0,0.36,37.92,-122.5
60650408091,976351,1967,2.17,70,2178,106527,38.1,5.6,0.83,88.1,2.4,9.93,4,22.68,2.89,11.78,1.37,2.56,3.16,3.95,0.9,0.97,44.31,33.89,-117.55
60670079052,1364865,1939,2.25,18,1139,144853,43.7,20.54,2.55,62.1,1.92,1.47,5.54,32.51,4.77,4.58,2.34,4.65,3.85,4.78,0.74,0.27,105.27,38.64,-121.31
60670079061,906250,1940,2.34,45,760,88539,42.7,37.24,1.84,57.3,8.84,3.46,6.99,30.97,4.15,5.77,2.7,3.56,3.62,3.39,0.75,0.3,104.42,38.64,-121.32
60750426012,295312,1939,2.54,48,1082,94457,40.1,39.56,0.74,69,3.62,6.34,13.78,26.08,1.07,3.68,1.83,1.93,2.73,3.55,0.25,0.21,0.88,37.78,-122.48
60750354004,1653846,1940,2.21,45,1220,200001,43.5,8.03,8.77,64.6,4.13,7.97,8.28,22.3,1.26,3.56,1.76,2.43,5.24,4.02,0.5,0.34,0.66,37.74,-122.5
60014351031,1279661,1996,2.34,29,689,89420,42.2,59.51,13.21,73.5,5.15,29.08,8.27,29.87,8.72,11.68,7.22,8.83,11.1,9.78,5.7,0.91,16.67,37.65,-121.97
60070002014,1190217,1940,1.99,34,1029,157693,34.2,9.82,2.14,64.2,1.83,4.01,9.75,3.69,4.6,1.86,4.64,6.29,4.11,5.99,1.53,1.8,165.6,39.77,-121.86
60070002021,617647,1978,3.2,25,1070,57665,36.7,10.47,3.93,70.9,11.79,2.25,8.21,4.91,3.06,0.49,3.18,5.06,3.02,4.79,0.78,2.76,166.47,39.76,-121.85
60014311002,259615,1957,3.2,26,1770,44646,35.7,8.59,1.92,87.5,0.58,2.85,10.62,17.87,1.08,0.74,1.85,4.56,3.13,4.25,1.72,0.79,8.77,37.69,-122.07
60014301021,1443182,1970,2.49,27,953,39029,46.9,51.63,1.68,71.7,2.92,8.77,13.87,16.72,9.87,11.53,10.11,9.29,8.71,9.99,5.23,2.07,11.83,37.77,-122.08
60070003004,840426,1948,3.44,23,1177,60576,38.2,7.05,0,64,9.34,0,8.08,5.63,3.06,1.03,2.98,4.39,2.19,4.08,0.49,2.71,165.55,39.76,-121.86
60014301013,1769048,1959,3.35,21,1319,200001,42.9,34.65,0,69.9,4.62,6.54,14.08,23.37,7.97,7.97,6.7,6.04,8.64,11.37,3.37,2,15.06,37.73,-122.01
60133410002,1285971,1945,3.26,13,861,144827,43.9,58.89,1.74,59.5,9.79,3.74,15.88,16.03,3.13,4.04,3.46,3.06,4.12,5.78,1.86,0.72,18.7,37.88,-122.09
